Date,Region,City,Customer Type,Channel,Product,Category,Unit Price,Quantity,Sales Rep,Cost Price
2025-01-10,North,Abuja,Retail,Online,Sofa Classic,Furniture,320000,7,Grace,256000
2025-03-17,East,Abuja,Retail,Store,Refrigerator R55,Home Appliances,220000,10,Musa,176000
2025-03-03,South,Lagos,Retail,Store,Blender B10,Home Appliances,30000,7,Musa,24000
2025-04-14,East,Kano,Retail,Online,Sofa Classic,Furniture,320000,2,Musa,256000
2025-01-13,North,Kano,Corporate,Store,Desktop PC D21,Electronics,300000,3,Aisha,240000
2025-04-29,South,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,300000,3,Musa,240000
2025-02-12,South,Abuja,Retail,Store,Printer P50,Electronics,150000,10,Musa,120000
2025-04-05,South,Lagos,Corporate,Store,Blender B10,Home Appliances,30000,7,Peter,24000
2025-04-18,West,Port Harcourt,Retail,Online,Microwave M20,Home Appliances,60000,2,Aisha,48000
2025-01-11,East,Lagos,Retail,Online,Desktop PC D21,Electronics,300000,8,Chidinma,240000
2025-03-31,North,Lagos,Corporate,Store,Blender B10,Home Appliances,30000,6,Musa,24000
2025-02-12,West,Lagos,Corporate,Online,Smartphone Z10,Electronics,250000,6,David,200000
2025-03-02,East,Abuja,Retail,Online,Laptop A13,Electronics,420000,10,Peter,336000
2025-03-10,South,Abuja,Retail,Online,Microwave M20,Home Appliances,60000,9,Grace,48000
2025-01-14,East,Kano,Corporate,Store,Air Conditioner X2,Home Appliances,180000,4,Chidinma,144000
2025-02-17,North,Kano,Retail,Store,Air Conditioner X2,Home Appliances,180000,10,Chidinma,144000
2025-04-03,North,Lagos,Corporate,Online,Blender B10,Home Appliances,30000,1,Aisha,24000
2025-04-19,East,Kano,Retail,Store,Laptop A13,Electronics,420000,3,Peter,336000
2025-04-07,East,Port Harcourt,Retail,Store,Blender B10,Home Appliances,30000,8,Peter,24000
2025-03-23,South,Abuja,Corporate,Online,Sofa Classic,Furniture,320000,2,Musa,256000
2025-04-28,West,Lagos,Corporate,Store,Printer P50,Electronics,150000,10,Musa,120000
2025-04-05,North,Kano,Corporate,Online,Smartphone Z10,Electronics,250000,9,David,200000
2025-04-12,South,Kano,Corporate,Store,Refrigerator R55,Home Appliances,220000,5,David,176000
2025-03-29,West,Kano,Retail,Store,Printer P50,Electronics,150000,5,Chidinma,120000
2025-02-02,East,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,220000,8,Aisha,176000
2025-03-15,East,Lagos,Retail,Online,Office Chair Pro,Furniture,85000,4,Peter,68000
2025-04-04,South,Kano,Retail,Online,Sofa Classic,Furniture,320000,4,Peter,256000
2025-01-03,East,Kano,Corporate,Online,Smartphone Z10,Electronics,250000,2,David,200000
2025-01-07,East,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,300000,5,David,240000
2025-02-15,East,Kano,Retail,Online,Microwave M20,Home Appliances,60000,9,Musa,48000
2025-01-22,East,Kano,Corporate,Online,Printer P50,Electronics,150000,6,Musa,120000
2025-01-16,South,Kano,Corporate,Store,Office Chair Pro,Furniture,85000,3,Peter,68000
2025-03-10,South,Lagos,Corporate,Store,Sofa Classic,Furniture,320000,8,Musa,256000
2025-03-30,East,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,250000,1,Peter,200000
2025-03-25,West,Lagos,Corporate,Store,Air Conditioner X2,Home Appliances,180000,4,Chidinma,144000
2025-01-09,East,Kano,Retail,Online,Microwave M20,Home Appliances,60000,6,Grace,48000
2025-01-27,North,Abuja,Retail,Store,Air Conditioner X2,Home Appliances,180000,7,Chidinma,144000
2025-01-29,North,Lagos,Retail,Online,Printer P50,Electronics,150000,10,Aisha,120000
2025-03-31,East,Kano,Retail,Store,Sofa Classic,Furniture,320000,5,Aisha,256000
2025-03-26,West,Port Harcourt,Corporate,Store,Printer P50,Electronics,150000,7,David,120000
2025-04-25,East,Port Harcourt,Corporate,Online,Printer P50,Electronics,150000,4,Aisha,120000
2025-02-17,North,Kano,Corporate,Online,Desktop PC D21,Electronics,300000,6,Musa,240000
2025-02-13,North,Port Harcourt,Retail,Store,Sofa Classic,Furniture,320000,4,Musa,256000
2025-02-18,South,Lagos,Corporate,Online,Blender B10,Home Appliances,30000,4,David,24000
2025-01-29,East,Kano,Corporate,Online,Printer P50,Electronics,150000,8,Grace,120000
2025-01-02,South,Lagos,Retail,Store,Smartphone Z10,Electronics,250000,8,Aisha,200000
2025-03-17,North,Lagos,Corporate,Online,Blender B10,Home Appliances,30000,4,Grace,24000
2025-01-29,South,Port Harcourt,Corporate,Online,Laptop A13,Electronics,420000,2,Aisha,336000
2025-03-31,South,Port Harcourt,Corporate,Store,Blender B10,Home Appliances,30000,6,Aisha,24000
2025-03-25,North,Abuja,Corporate,Online,Refrigerator R55,Home Appliances,220000,2,Peter,176000
2025-02-02,South,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,300000,4,Peter,240000
2025-04-17,South,Port Harcourt,Corporate,Online,Laptop A13,Electronics,420000,8,Chidinma,336000
2025-03-03,East,Port Harcourt,Retail,Online,Sofa Classic,Furniture,320000,4,Peter,256000
2025-02-10,West,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,250000,8,David,200000
2025-02-21,East,Lagos,Retail,Store,Sofa Classic,Furniture,320000,7,Grace,256000
2025-02-26,West,Lagos,Corporate,Store,Desktop PC D21,Electronics,300000,6,David,240000
2025-01-28,North,Abuja,Corporate,Store,Air Conditioner X2,Home Appliances,180000,4,Chidinma,144000
2025-01-07,West,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,250000,6,Peter,200000
2025-02-09,West,Kano,Corporate,Online,Smartphone Z10,Electronics,250000,7,Peter,200000
2025-03-07,East,Lagos,Retail,Store,Laptop A13,Electronics,420000,2,Chidinma,336000
2025-04-09,South,Lagos,Corporate,Online,Printer P50,Electronics,150000,2,David,120000
2025-03-31,North,Lagos,Retail,Online,Refrigerator R55,Home Appliances,220000,8,Grace,176000
2025-02-14,East,Port Harcourt,Retail,Store,Printer P50,Electronics,150000,2,Musa,120000
2025-03-22,East,Lagos,Corporate,Online,Blender B10,Home Appliances,30000,1,Peter,24000
2025-04-25,East,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances,180000,5,Chidinma,144000
2025-04-26,West,Kano,Corporate,Store,Printer P50,Electronics,150000,9,Aisha,120000
2025-02-26,South,Lagos,Corporate,Store,Printer P50,Electronics,150000,5,Aisha,120000
2025-04-02,South,Port Harcourt,Retail,Online,Refrigerator R55,Home Appliances,220000,4,Grace,176000
2025-01-29,West,Kano,Retail,Online,Sofa Classic,Furniture,320000,4,Chidinma,256000
2025-03-05,West,Abuja,Corporate,Store,Sofa Classic,Furniture,320000,8,Chidinma,256000
2025-04-23,North,Abuja,Retail,Online,Microwave M20,Home Appliances,60000,9,Chidinma,48000
2025-03-05,East,Lagos,Retail,Store,Desktop PC D21,Electronics,300000,10,Chidinma,240000
2025-03-22,North,Lagos,Corporate,Online,Printer P50,Electronics,150000,6,Peter,120000
2025-05-01,South,Kano,Corporate,Online,Air Conditioner X2,Home Appliances,180000,8,Aisha,144000
2025-02-28,East,Port Harcourt,Retail,Online,Microwave M20,Home Appliances,60000,7,Grace,48000
2025-03-01,East,Lagos,Retail,Store,Printer P50,Electronics,150000,9,Chidinma,120000
2025-04-08,East,Lagos,Retail,Store,Air Conditioner X2,Home Appliances,180000,4,Peter,144000
2025-01-06,West,Abuja,Retail,Store,Air Conditioner X2,Home Appliances,180000,1,Aisha,144000
2025-04-07,West,Port Harcourt,Retail,Online,Microwave M20,Home Appliances,60000,6,Aisha,48000
2025-02-12,East,Kano,Corporate,Store,Sofa Classic,Furniture,320000,8,Peter,256000
2025-01-02,East,Kano,Retail,Online,Air Conditioner X2,Home Appliances,180000,6,Aisha,144000
2025-02-25,South,Lagos,Corporate,Online,Microwave M20,Home Appliances,60000,8,David,48000
2025-04-13,East,Lagos,Corporate,Online,Laptop A13,Electronics,420000,3,Chidinma,336000
2025-01-30,South,Kano,Corporate,Online,Refrigerator R55,Home Appliances,220000,5,David,176000
2025-03-28,West,Abuja,Retail,Online,Microwave M20,Home Appliances,60000,6,Chidinma,48000
2025-04-03,West,Abuja,Retail,Store,Microwave M20,Home Appliances,60000,8,Grace,48000
2025-01-01,West,Lagos,Corporate,Online,Blender B10,Home Appliances,30000,2,Chidinma,24000
2025-03-01,East,Port Harcourt,Corporate,Store,Desktop PC D21,Electronics,300000,3,Peter,240000
2025-01-17,North,Lagos,Corporate,Store,Smartphone Z10,Electronics,250000,3,David,200000
2025-04-21,North,Lagos,Corporate,Store,Laptop A13,Electronics,420000,1,David,336000
2025-04-06,South,Port Harcourt,Corporate,Store,Blender B10,Home Appliances,30000,1,Peter,24000
2025-01-07,South,Kano,Retail,Online,Blender B10,Home Appliances,30000,8,Aisha,24000
2025-04-01,North,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,250000,10,Aisha,200000
2025-04-21,North,Kano,Corporate,Store,Printer P50,Electronics,150000,10,David,120000
2025-03-23,East,Abuja,Retail,Store,Smartphone Z10,Electronics,250000,8,Chidinma,200000
2025-04-26,North,Kano,Retail,Store,Smartphone Z10,Electronics,250000,9,Grace,200000
2025-04-15,North,Abuja,Retail,Store,Laptop A13,Electronics,420000,10,Musa,336000
2025-02-24,West,Lagos,Corporate,Online,Office Chair Pro,Furniture,85000,4,David,68000
2025-01-30,East,Lagos,Retail,Online,Air Conditioner X2,Home Appliances,180000,1,Grace,144000
2025-01-05,South,Lagos,Retail,Store,Air Conditioner X2,Home Appliances,180000,9,Peter,144000
2025-02-22,East,Kano,Corporate,Store,Printer P50,Electronics,150000,10,Musa,120000
2025-04-01,East,Abuja,Corporate,Store,Desktop PC D21,Electronics,300000,1,Musa,240000
2025-04-03,South,Abuja,Retail,Online,Printer P50,Electronics,150000,8,Chidinma,120000
2025-03-24,West,Abuja,Retail,Store,Printer P50,Electronics,150000,3,Peter,120000
2025-03-21,North,Abuja,Retail,Store,Sofa Classic,Furniture,320000,3,Chidinma,256000
2025-04-16,South,Kano,Retail,Online,Air Conditioner X2,Home Appliances,180000,8,Chidinma,144000
2025-02-01,South,Kano,Retail,Store,Air Conditioner X2,Home Appliances,180000,1,David,144000
2025-02-15,West,Lagos,Retail,Store,Microwave M20,Home Appliances,60000,7,Aisha,48000
2025-04-04,East,Kano,Corporate,Store,Sofa Classic,Furniture,320000,7,David,256000
2025-04-22,South,Lagos,Corporate,Online,Office Chair Pro,Furniture,85000,9,David,68000
2025-04-28,West,Lagos,Retail,Online,Sofa Classic,Furniture,320000,3,Aisha,256000
2025-01-01,South,Abuja,Retail,Online,Refrigerator R55,Home Appliances,220000,4,Aisha,176000
2025-02-20,East,Kano,Corporate,Online,Sofa Classic,Furniture,320000,7,Peter,256000
2025-04-22,East,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,250000,1,Musa,200000
2025-01-20,East,Kano,Retail,Store,Blender B10,Home Appliances,30000,5,Musa,24000
2025-03-10,South,Kano,Corporate,Online,Refrigerator R55,Home Appliances,220000,5,David,176000
2025-03-18,North,Kano,Corporate,Store,Smartphone Z10,Electronics,250000,4,Peter,200000
2025-01-08,North,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances,180000,4,Chidinma,144000
2025-04-20,South,Port Harcourt,Corporate,Store,Microwave M20,Home Appliances,60000,10,David,48000
2025-02-05,East,Kano,Retail,Online,Sofa Classic,Furniture,320000,10,Chidinma,256000
2025-01-21,East,Kano,Retail,Store,Printer P50,Electronics,150000,4,Musa,120000
2025-02-15,West,Port Harcourt,Corporate,Store,Sofa Classic,Furniture,320000,4,Chidinma,256000
2025-02-16,South,Lagos,Corporate,Online,Desktop PC D21,Electronics,300000,7,Aisha,240000
2025-02-20,North,Port Harcourt,Corporate,Store,Printer P50,Electronics,150000,10,Chidinma,120000
2025-03-24,South,Lagos,Corporate,Online,Refrigerator R55,Home Appliances,220000,9,Chidinma,176000
2025-02-13,West,Abuja,Corporate,Store,Office Chair Pro,Furniture,85000,4,Musa,68000
2025-01-15,South,Kano,Corporate,Online,Sofa Classic,Furniture,320000,1,Grace,256000
2025-01-20,East,Abuja,Corporate,Store,Laptop A13,Electronics,420000,1,Peter,336000
2025-04-29,South,Kano,Corporate,Store,Laptop A13,Electronics,420000,6,David,336000
2025-02-01,North,Lagos,Corporate,Online,Microwave M20,Home Appliances,60000,8,Aisha,48000
2025-01-27,East,Port Harcourt,Corporate,Store,Refrigerator R55,Home Appliances,220000,7,Chidinma,176000
2025-04-04,South,Port Harcourt,Corporate,Online,Sofa Classic,Furniture,320000,9,Peter,256000
2025-02-08,West,Abuja,Corporate,Store,Desktop PC D21,Electronics,300000,2,Aisha,240000
2025-04-26,South,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,250000,4,Aisha,200000
2025-02-13,North,Lagos,Retail,Online,Blender B10,Home Appliances,30000,4,Aisha,24000
2025-02-02,West,Lagos,Retail,Store,Refrigerator R55,Home Appliances,220000,4,Chidinma,176000
2025-03-08,North,Abuja,Retail,Store,Desktop PC D21,Electronics,300000,2,Aisha,240000
2025-03-19,South,Lagos,Retail,Online,Sofa Classic,Furniture,320000,7,David,256000
2025-03-29,East,Abuja,Corporate,Online,Microwave M20,Home Appliances,60000,5,Musa,48000
2025-02-09,South,Kano,Retail,Online,Office Chair Pro,Furniture,85000,7,Peter,68000
2025-03-19,West,Lagos,Retail,Store,Desktop PC D21,Electronics,300000,6,Grace,240000
2025-03-28,East,Kano,Corporate,Online,Air Conditioner X2,Home Appliances,180000,5,Musa,144000
2025-04-02,East,Lagos,Corporate,Store,Desktop PC D21,Electronics,300000,1,Aisha,240000
2025-03-26,West,Port Harcourt,Retail,Store,Microwave M20,Home Appliances,60000,7,David,48000
2025-01-05,South,Kano,Retail,Online,Blender B10,Home Appliances,30000,8,Musa,24000
2025-04-01,West,Lagos,Corporate,Online,Refrigerator R55,Home Appliances,220000,3,Peter,176000
2025-04-06,South,Lagos,Corporate,Online,Refrigerator R55,Home Appliances,220000,7,Peter,176000
2025-03-04,North,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances,180000,2,David,144000
2025-03-09,West,Kano,Retail,Store,Microwave M20,Home Appliances,60000,8,Aisha,48000
2025-01-01,North,Lagos,Retail,Online,Blender B10,Home Appliances,30000,2,Peter,24000
2025-01-26,North,Lagos,Corporate,Online,Printer P50,Electronics,150000,5,Peter,120000
2025-03-20,West,Lagos,Corporate,Store,Smartphone Z10,Electronics,250000,5,Peter,200000
2025-02-27,South,Port Harcourt,Corporate,Online,Office Chair Pro,Furniture,85000,4,David,68000
2025-03-10,West,Kano,Retail,Store,Desktop PC D21,Electronics,300000,10,David,240000
2025-03-11,South,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,250000,8,Grace,200000
2025-04-22,West,Lagos,Retail,Store,Sofa Classic,Furniture,320000,4,Grace,256000
2025-04-01,North,Lagos,Corporate,Store,Blender B10,Home Appliances,30000,10,Musa,24000
2025-04-16,North,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,250000,4,Aisha,200000
2025-01-23,East,Port Harcourt,Corporate,Online,Sofa Classic,Furniture,320000,5,Musa,256000
2025-03-17,East,Lagos,Retail,Store,Sofa Classic,Furniture,320000,9,Grace,256000
2025-03-07,East,Lagos,Retail,Online,Air Conditioner X2,Home Appliances,180000,1,Aisha,144000
2025-04-18,South,Port Harcourt,Retail,Online,Blender B10,Home Appliances,30000,7,Musa,24000
2025-04-29,North,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,220000,5,Peter,176000
2025-02-26,North,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances,180000,4,Grace,144000
2025-03-13,South,Port Harcourt,Corporate,Online,Air Conditioner X2,Home Appliances,180000,2,Musa,144000
2025-02-12,West,Kano,Corporate,Online,Refrigerator R55,Home Appliances,220000,2,Aisha,176000
2025-04-03,West,Lagos,Corporate,Store,Microwave M20,Home Appliances,60000,10,Aisha,48000
2025-02-19,North,Port Harcourt,Retail,Store,Blender B10,Home Appliances,30000,2,Grace,24000
2025-01-11,East,Lagos,Corporate,Online,Desktop PC D21,Electronics,300000,3,David,240000
2025-03-13,South,Kano,Retail,Store,Blender B10,Home Appliances,30000,8,Chidinma,24000
2025-03-03,North,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,300000,7,Chidinma,240000
2025-04-05,East,Port Harcourt,Retail,Online,Blender B10,Home Appliances,30000,2,Peter,24000
2025-03-07,East,Port Harcourt,Corporate,Store,Refrigerator R55,Home Appliances,220000,8,Musa,176000
2025-04-20,West,Kano,Retail,Online,Microwave M20,Home Appliances,60000,1,Chidinma,48000
2025-03-01,South,Kano,Corporate,Online,Office Chair Pro,Furniture,85000,9,Aisha,68000
2025-02-26,East,Lagos,Retail,Store,Office Chair Pro,Furniture,85000,4,Peter,68000
2025-01-31,East,Abuja,Corporate,Store,Air Conditioner X2,Home Appliances,180000,6,Chidinma,144000
2025-03-30,West,Abuja,Retail,Online,Air Conditioner X2,Home Appliances,180000,2,Grace,144000
2025-01-07,North,Port Harcourt,Retail,Online,Microwave M20,Home Appliances,60000,8,Musa,48000
2025-01-01,North,Abuja,Retail,Online,Sofa Classic,Furniture,320000,4,Peter,256000
2025-04-02,East,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,180000,3,David,144000
2025-03-20,East,Port Harcourt,Retail,Store,Printer P50,Electronics,150000,9,Musa,120000
2025-04-17,East,Lagos,Corporate,Store,Office Chair Pro,Furniture,85000,4,Chidinma,68000
2025-04-03,South,Kano,Retail,Online,Refrigerator R55,Home Appliances,220000,4,Chidinma,176000
2025-02-18,North,Port Harcourt,Retail,Online,Blender B10,Home Appliances,30000,8,Aisha,24000
2025-01-11,South,Port Harcourt,Retail,Online,Office Chair Pro,Furniture,85000,4,Chidinma,68000
2025-02-04,North,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,300000,2,Musa,240000
2025-03-22,West,Kano,Corporate,Store,Office Chair Pro,Furniture,85000,2,Aisha,68000
2025-04-25,West,Port Harcourt,Corporate,Online,Laptop A13,Electronics,420000,5,Chidinma,336000
2025-04-07,South,Kano,Corporate,Online,Desktop PC D21,Electronics,300000,8,David,240000
2025-04-03,West,Lagos,Corporate,Store,Microwave M20,Home Appliances,60000,1,Chidinma,48000
2025-02-27,West,Kano,Retail,Online,Smartphone Z10,Electronics,250000,8,Chidinma,200000
2025-04-14,West,Lagos,Corporate,Online,Desktop PC D21,Electronics,300000,4,Chidinma,240000
2025-02-01,East,Kano,Corporate,Online,Desktop PC D21,Electronics,300000,10,Aisha,240000
2025-01-07,South,Lagos,Retail,Online,Desktop PC D21,Electronics,300000,2,Grace,240000
2025-02-28,West,Abuja,Retail,Store,Office Chair Pro,Furniture,85000,2,Peter,68000
2025-04-06,North,Lagos,Retail,Online,Sofa Classic,Furniture,320000,3,Musa,256000
2025-02-24,West,Kano,Retail,Store,Printer P50,Electronics,150000,4,Chidinma,120000
2025-01-18,West,Kano,Corporate,Store,Microwave M20,Home Appliances,60000,8,Musa,48000
2025-03-30,North,Port Harcourt,Corporate,Store,Office Chair Pro,Furniture,85000,2,Chidinma,68000
2025-04-29,North,Lagos,Corporate,Store,Desktop PC D21,Electronics,300000,8,David,240000
2025-04-28,North,Port Harcourt,Retail,Online,Sofa Classic,Furniture,320000,5,Aisha,256000
2025-01-07,West,Lagos,Corporate,Store,Blender B10,Home Appliances,30000,3,David,24000
2025-05-01,South,Port Harcourt,Retail,Store,Blender B10,Home Appliances,30000,1,David,24000
2025-03-13,South,Abuja,Corporate,Store,Printer P50,Electronics,150000,3,David,120000
2025-04-04,South,Kano,Retail,Online,Blender B10,Home Appliances,30000,5,Peter,24000
2025-02-06,North,Abuja,Corporate,Store,Air Conditioner X2,Home Appliances,180000,4,David,144000
2025-01-04,South,Kano,Corporate,Store,Air Conditioner X2,Home Appliances,180000,3,Grace,144000
2025-02-11,East,Lagos,Corporate,Store,Desktop PC D21,Electronics,300000,8,Chidinma,240000
2025-02-26,East,Abuja,Corporate,Online,Office Chair Pro,Furniture,85000,8,David,68000
2025-02-18,North,Lagos,Retail,Store,Air Conditioner X2,Home Appliances,180000,1,Chidinma,144000
2025-04-10,South,Port Harcourt,Corporate,Online,Laptop A13,Electronics,420000,6,David,336000
2025-04-17,West,Abuja,Retail,Store,Laptop A13,Electronics,420000,4,Aisha,336000
2025-03-19,East,Abuja,Corporate,Store,Air Conditioner X2,Home Appliances,180000,3,David,144000
2025-03-15,South,Lagos,Retail,Online,Microwave M20,Home Appliances,60000,3,David,48000
2025-01-17,East,Abuja,Retail,Store,Printer P50,Electronics,150000,1,Musa,120000
2025-01-29,South,Port Harcourt,Corporate,Online,Laptop A13,Electronics,420000,4,David,336000
2025-04-13,North,Lagos,Corporate,Online,Smartphone Z10,Electronics,250000,6,Musa,200000
2025-03-04,South,Port Harcourt,Corporate,Store,Sofa Classic,Furniture,320000,1,Peter,256000
2025-01-23,North,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,220000,10,Grace,176000
2025-04-15,North,Lagos,Retail,Online,Refrigerator R55,Home Appliances,220000,5,David,176000
2025-01-09,South,Kano,Corporate,Store,Refrigerator R55,Home Appliances,220000,8,Grace,176000
2025-03-25,East,Port Harcourt,Retail,Online,Refrigerator R55,Home Appliances,220000,9,Musa,176000
2025-03-06,North,Kano,Corporate,Online,Desktop PC D21,Electronics,300000,7,Grace,240000
2025-03-07,West,Abuja,Retail,Online,Laptop A13,Electronics,420000,1,Musa,336000
2025-02-04,West,Lagos,Corporate,Store,Air Conditioner X2,Home Appliances,180000,6,Musa,144000
2025-04-06,North,Port Harcourt,Retail,Online,Smartphone Z10,Electronics,250000,3,Musa,200000
2025-04-14,North,Abuja,Retail,Online,Sofa Classic,Furniture,320000,2,Chidinma,256000
2025-04-26,East,Lagos,Corporate,Online,Microwave M20,Home Appliances,60000,3,David,48000
2025-04-03,South,Abuja,Corporate,Store,Blender B10,Home Appliances,30000,9,David,24000
2025-02-06,East,Kano,Corporate,Store,Air Conditioner X2,Home Appliances,180000,6,David,144000
2025-04-06,South,Kano,Corporate,Online,Microwave M20,Home Appliances,60000,8,Aisha,48000
2025-01-26,South,Kano,Corporate,Online,Microwave M20,Home Appliances,60000,8,Grace,48000
2025-04-16,South,Kano,Corporate,Store,Smartphone Z10,Electronics,250000,3,Peter,200000
2025-01-29,North,Kano,Corporate,Store,Office Chair Pro,Furniture,85000,6,Aisha,68000
2025-01-15,East,Abuja,Corporate,Online,Refrigerator R55,Home Appliances,220000,9,Musa,176000
2025-01-03,North,Abuja,Corporate,Store,Smartphone Z10,Electronics,250000,4,Musa,200000
2025-03-17,South,Kano,Corporate,Store,Smartphone Z10,Electronics,250000,3,Chidinma,200000
2025-01-24,South,Abuja,Corporate,Store,Blender B10,Home Appliances,30000,10,Chidinma,24000
2025-05-01,North,Kano,Corporate,Store,Desktop PC D21,Electronics,300000,4,Grace,240000
2025-04-16,South,Port Harcourt,Corporate,Store,Sofa Classic,Furniture,320000,2,Peter,256000
2025-01-06,South,Abuja,Corporate,Store,Laptop A13,Electronics,420000,8,Grace,336000
2025-02-24,South,Abuja,Corporate,Store,Blender B10,Home Appliances,30000,2,David,24000
2025-02-03,North,Abuja,Corporate,Store,Printer P50,Electronics,150000,3,Chidinma,120000
2025-03-04,South,Lagos,Corporate,Store,Refrigerator R55,Home Appliances,220000,6,David,176000
2025-04-06,West,Port Harcourt,Corporate,Online,Microwave M20,Home Appliances,60000,7,Peter,48000
2025-02-02,South,Port Harcourt,Retail,Online,Office Chair Pro,Furniture,85000,7,Peter,68000
2025-01-14,West,Lagos,Retail,Online,Laptop A13,Electronics,420000,6,Chidinma,336000
2025-04-15,West,Port Harcourt,Retail,Store,Desktop PC D21,Electronics,300000,3,Musa,240000
2025-01-25,North,Abuja,Retail,Online,Refrigerator R55,Home Appliances,220000,10,Chidinma,176000
2025-02-27,North,Port Harcourt,Corporate,Store,Office Chair Pro,Furniture,85000,4,Peter,68000
2025-03-10,North,Lagos,Retail,Store,Sofa Classic,Furniture,320000,4,Grace,256000
2025-01-27,South,Abuja,Retail,Store,Printer P50,Electronics,150000,6,Grace,120000
2025-01-27,West,Lagos,Retail,Store,Sofa Classic,Furniture,320000,2,Grace,256000
2025-02-23,North,Kano,Retail,Online,Sofa Classic,Furniture,320000,10,Grace,256000
2025-02-14,South,Lagos,Corporate,Online,Laptop A13,Electronics,420000,8,Chidinma,336000
2025-03-01,North,Port Harcourt,Corporate,Online,Printer P50,Electronics,150000,5,Aisha,120000
2025-04-13,West,Kano,Corporate,Store,Office Chair Pro,Furniture,85000,1,Aisha,68000
2025-04-21,East,Abuja,Corporate,Store,Laptop A13,Electronics,420000,2,Grace,336000
2025-01-23,East,Abuja,Retail,Store,Air Conditioner X2,Home Appliances,180000,6,Grace,144000
2025-02-15,East,Port Harcourt,Retail,Store,Refrigerator R55,Home Appliances,220000,7,Chidinma,176000
2025-04-27,East,Port Harcourt,Retail,Online,Refrigerator R55,Home Appliances,220000,5,David,176000
2025-03-17,North,Port Harcourt,Retail,Store,Desktop PC D21,Electronics,300000,6,Musa,240000
2025-04-24,West,Kano,Retail,Store,Smartphone Z10,Electronics,250000,4,Musa,200000
2025-04-06,North,Lagos,Corporate,Online,Sofa Classic,Furniture,320000,5,David,256000
2025-03-25,North,Port Harcourt,Retail,Store,Desktop PC D21,Electronics,300000,10,Grace,240000
2025-03-13,North,Port Harcourt,Retail,Store,Microwave M20,Home Appliances,60000,5,Aisha,48000
2025-04-02,North,Kano,Retail,Online,Laptop A13,Electronics,420000,8,Peter,336000
2025-01-23,West,Abuja,Corporate,Online,Desktop PC D21,Electronics,300000,1,David,240000
2025-03-13,West,Kano,Corporate,Store,Laptop A13,Electronics,420000,2,Aisha,336000
2025-01-25,South,Lagos,Corporate,Online,Laptop A13,Electronics,420000,7,Peter,336000
2025-01-31,West,Kano,Corporate,Online,Air Conditioner X2,Home Appliances,180000,8,Musa,144000
2025-01-22,West,Kano,Retail,Online,Microwave M20,Home Appliances,60000,7,Musa,48000
2025-04-18,East,Lagos,Corporate,Online,Laptop A13,Electronics,420000,7,Musa,336000
2025-02-18,East,Port Harcourt,Retail,Online,Air Conditioner X2,Home Appliances,180000,5,Grace,144000
2025-03-27,East,Kano,Corporate,Store,Laptop A13,Electronics,420000,9,Grace,336000
2025-02-10,East,Kano,Corporate,Store,Desktop PC D21,Electronics,300000,7,Peter,240000
2025-04-15,West,Abuja,Retail,Store,Printer P50,Electronics,150000,3,David,120000
2025-01-21,West,Lagos,Retail,Store,Desktop PC D21,Electronics,300000,10,Grace,240000
2025-02-19,East,Port Harcourt,Retail,Online,Laptop A13,Electronics,420000,8,Grace,336000
2025-03-10,West,Kano,Corporate,Store,Refrigerator R55,Home Appliances,220000,2,Musa,176000
2025-02-23,West,Abuja,Retail,Online,Printer P50,Electronics,150000,4,Chidinma,120000
2025-01-29,West,Lagos,Retail,Online,Blender B10,Home Appliances,30000,8,Peter,24000
2025-02-08,West,Kano,Corporate,Store,Laptop A13,Electronics,420000,3,Aisha,336000
2025-01-21,West,Port Harcourt,Corporate,Store,Desktop PC D21,Electronics,300000,4,Grace,240000
2025-03-20,West,Lagos,Retail,Online,Smartphone Z10,Electronics,250000,6,David,200000
2025-04-24,West,Kano,Corporate,Store,Sofa Classic,Furniture,320000,6,Peter,256000
2025-01-11,West,Kano,Retail,Online,Air Conditioner X2,Home Appliances,180000,5,Peter,144000
2025-02-28,West,Port Harcourt,Retail,Online,Printer P50,Electronics,150000,1,Musa,120000
2025-01-02,West,Port Harcourt,Retail,Store,Microwave M20,Home Appliances,60000,3,Grace,48000
